30,100,30,100,184,138
30,200,30,200,315,158
30,300,30,300,420,171
30,400,30,400,430,179
30,500,30,500,574,186
30,600,30,600,491,191
30,700,30,700,451,196
40,100,35,85,174,184
40,200,40,200,376,211
40,300,40,300,494,228
40,400,40,400,616,239
40,500,40,500,782,248
40,600,40,600,829,255
40,700,40,700,835,262
50,100,42,84,224,230
50,200,50,200,449,264
50,300,50,300,686,285
50,400,50,400,726,299
50,500,50,500,708,310
50,600,50,600,805,319
50,700,50,700,1072,327
60,100,37,56,102,276
60,200,59,199,478,317
60,300,60,300,668,342
60,400,60,400,856,359
60,500,60,500,979,372
60,600,60,600,1104,383
60,700,60,700,1196,393
70,100,36,52,134,322
70,200,66,192,500,370
70,300,69,297,704,399
70,400,69,395,936,419
70,500,70,500,1153,435
70,600,70,600,1302,447
70,700,70,700,1199,458
80,100,5,4,8,368
80,200,70,173,594,423
80,300,75,279,748,456
80,400,80,400,978,479
80,500,80,500,1224,497
80,600,80,600,1340,511
80,700,80,700,1474,524
90,100,25,29,68,414
90,200,74,167,438,476
90,300,86,288,840,513
90,400,90,400,1224,539
90,500,90,500,1426,559
90,600,90,600,1561,575
90,700,90,700,1568,589
100,100,10,10,16,460
100,200,85,178,764,529
100,300,97,293,840,570
100,400,99,392,1188,599
100,500,100,500,1372,621
100,600,100,600,1566,639
100,700,100,700,1566,655
120,100,5,4,4,552
120,200,73,114,308,635
120,300,106,274,932,684
120,400,116,387,1222,718
120,500,120,500,1490,745
120,600,120,600,1619,767
120,700,120,700,2146,786
130,100,5,4,4,598
130,200,72,110,386,688
130,300,111,263,920,741
130,400,123,375,1274,778
130,500,129,496,1674,807
130,600,127,586,1742,831
130,700,130,700,2000,851
